SPIELER;VEREIN;POSITION;MARKTWERT;GESAMTPUNKTE;PUNKTE PRO SPIEL;PREIS-LEISTUNG;HISTORISCHE PUNKTEAUSBEUTE;Positionsgruppe;Datum
Sieb;Stürmer;1. FSV Mainz 05;2.000.000;2;2.0;Durchschnittlich;Gering bis mittel;Sturm;29.08.2025
Sinani;Stürmer;FC St. Pauli;4.150.000;13;13.0;Gut;Gering bis mittel;Sturm;29.08.2025
Skarke;Stürmer;1.FC Union Berlin;660.000;0;1.8;Gut;Gering bis mittel;Sturm;29.08.2025
Skov Olsen;Stürmer;VfL Wolfsburg;5.290.000;12;12.0;Gut;Gering bis mittel;Sturm;29.08.2025
Tabaković;Stürmer;Borussia Mönchengladbach;4.500.000;2;2.0;Schlecht;Gering bis mittel;Sturm;29.08.2025
Terrier;Stürmer;Bayer 04 Leverkusen;1.190.000;0;3.5;Gut;Gering bis mittel;Sturm;29.08.2025
Thielmann;Stürmer;1. FC Köln;2.420.000;1;1.0;Schlecht;Gering bis mittel;Sturm;29.08.2025
Tiago Tomás;Stürmer;VfB Stuttgart;6.330.000;9;9.0;Gut;Gering bis mittel;Sturm;29.08.2025
Tietz;Stürmer;FC Augsburg;2.900.000;0;0.0;Schlecht;Gering bis mittel;Sturm;29.08.2025
Topp;Stürmer;SV Werder Bremen;1.770.000;1;1.0;Schlecht;Gering bis mittel;Sturm;29.08.2025
Undav;Stürmer;VfB Stuttgart;8.960.000;3;3.0;Schlecht;Über dem Mittel;Sturm;29.08.2025
Uzun;Stürmer;Eintracht Frankfurt;9.990.000;13;13.0;Gut;Gering bis mittel;Sturm;29.08.2025
Wahi;Stürmer;Eintracht Frankfurt;3.470.000;2;2.0;Schlecht;Gering bis mittel;Sturm;29.08.2025
Waldschmidt;Stürmer;1. FC Köln;2.880.000;4;4.0;Gut;Gering bis mittel;Sturm;29.08.2025
Weiper;Stürmer;1. FSV Mainz 05;5.820.000;3;3.0;Schlecht;Gering bis mittel;Sturm;29.08.2025
Werner;Stürmer;RB Leipzig;1.570.000;0;2.3;Gut;Gering bis mittel;Sturm;29.08.2025
Wimmer;Stürmer;VfL Wolfsburg;4.960.000;3;3.0;Schlecht;Deutlich über dem Mittel;Sturm;29.08.2025
Wind;Stürmer;VfL Wolfsburg;4.820.000;0;5.1;Gut;Über dem Mittel;Sturm;29.08.2025
Woltemade;Stürmer;VfB Stuttgart;13.020.000;2;2.0;Schlecht;Gering bis mittel;Sturm;29.08.2025
Zeitler;Stürmer;TSG Hoffenheim;360.000;0;0.0;Schlecht;Gering bis mittel;Sturm;29.08.2025
Zivzivadze;Stürmer;1.FC Heidenheim;2.500.000;1;1.0;Schlecht;Gering bis mittel;Sturm;29.08.2025
Černý;Stürmer;VfL Wolfsburg;1.220.000;0;2.5;Gut;Gering bis mittel;Sturm;29.08.2025
Atubolu;Torhüter;Sport-Club Freiburg;3.050.000;1;1.0;Schlecht;Über dem Mittel;Torhüter;30.08.2025
Backhaus;Torhüter;SV Werder Bremen;2.510.000;0;0.0;Schlecht;Gering bis mittel;Torhüter;30.08.2025
Batz;Torhüter;1. FSV Mainz 05;160.000;0;4.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Baumann;Torhüter;TSG Hoffenheim;2.830.000;3;3.0;Gut;Deutlich über dem Mittel;Torhüter;30.08.2025
Blaswich;Torhüter;Bayer 04 Leverkusen;550.000;0;2.7;Gut;Gering bis mittel;Torhüter;30.08.2025
Bredlow;Torhüter;VfB Stuttgart;440.000;0;6.3;Gut;Gering bis mittel;Torhüter;30.08.2025
D. Klein;Torhüter;FC Augsburg;180.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Dahmen;Torhüter;FC Augsburg;2.770.000;3;3.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Dickes;Torhüter;Hamburger SV;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Drewes;Torhüter;Borussia Dortmund;180.000;0;2.5;Gut;Gering bis mittel;Torhüter;30.08.2025
Drljača;Torhüter;VfB Stuttgart;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
F. Müller;Torhüter;Sport-Club Freiburg;200.000;0;0.4;Gut;Gering bis mittel;Torhüter;30.08.2025
Feller;Torhüter;1.FC Heidenheim;160.000;0;2.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Flekken;Torhüter;Bayer 04 Leverkusen;2.720.000;2;2.0;Durchschnittlich;Über dem Mittel;Torhüter;30.08.2025
Grabara;Torhüter;VfL Wolfsburg;2.830.000;2;2.0;Schlecht;Gering bis mittel;Torhüter;30.08.2025
Grahl;Torhüter;Eintracht Frankfurt;290.000;0;4.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Gulácsi;Torhüter;RB Leipzig;2.550.000;-3;-3.0;Schlecht;Über dem Mittel;Torhüter;30.08.2025
Hermann;Torhüter;Hamburger SV;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Heuer Fernandes;Torhüter;Hamburger SV;2.510.000;6;3.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Huth;Torhüter;Sport-Club Freiburg;160.000;0;-0.2;Gut;Gering bis mittel;Torhüter;30.08.2025
Jäger;Torhüter;FC Augsburg;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
K. Müller;Torhüter;1.FC Heidenheim;650.000;0;2.5;Gut;Über dem Mittel;Torhüter;30.08.2025
Kauã Santos;Torhüter;Eintracht Frankfurt;2.180.000;0;4.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Klanac;Torhüter;FC Bayern München;170.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Klaus;Torhüter;1.FC Union Berlin;300.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Kobel;Torhüter;Borussia Dortmund;2.860.000;3;3.0;Gut;Deutlich über dem Mittel;Torhüter;30.08.2025
Kolke;Torhüter;SV Werder Bremen;190.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Köbbing;Torhüter;1. FC Köln;170.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
L. Philipp;Torhüter;TSG Hoffenheim;210.000;0;1.2;Gut;Gering bis mittel;Torhüter;30.08.2025
Labrović;Torhüter;FC Augsburg;230.000;0;2.8;Gut;Gering bis mittel;Torhüter;30.08.2025
Lade;Torhüter;TSG Hoffenheim;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Lomb;Torhüter;Bayer 04 Leverkusen;160.000;0;-1.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Ma. Müller;Torhüter;VfL Wolfsburg;210.000;0;3.7;Gut;Gering bis mittel;Torhüter;30.08.2025
Meyer;Torhüter;Borussia Dortmund;270.000;0;4.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Neuer;Torhüter;FC Bayern München;2.940.000;4;4.0;Gut;Über dem Mittel;Torhüter;30.08.2025
Nicolas;Torhüter;Borussia Mönchengladbach;2.930.000;3;3.0;Durchschnittlich;Über dem Mittel;Torhüter;30.08.2025
Nübel;Torhüter;VfB Stuttgart;2.890.000;-1;-1.0;Schlecht;Über dem Mittel;Torhüter;30.08.2025
Obert;Torhüter;Eintracht Frankfurt;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Omlin;Torhüter;Borussia Mönchengladbach;590.000;0;2.1;Gut;Gering bis mittel;Torhüter;30.08.2025
Ostrzinski;Torhüter;Borussia Dortmund;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Pereira Cardoso;Torhüter;Borussia Mönchengladbach;210.000;0;4.6;Gut;Gering bis mittel;Torhüter;30.08.2025
Peretz;Torhüter;Hamburger SV;950.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Pervan;Torhüter;VfL Wolfsburg;160.000;0;1.6;Gut;Gering bis mittel;Torhüter;30.08.2025
Petersson;Torhüter;TSG Hoffenheim;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Raab;Torhüter;1.FC Union Berlin;280.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Ramaj;Torhüter;1.FC Heidenheim;2.110.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Rapsch;Torhüter;Bayer 04 Leverkusen;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Rieß;Torhüter;1. FSV Mainz 05;170.000;0;3.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Rönnow;Torhüter;1.FC Union Berlin;3.350.000;8;8.0;Gut;Deutlich über dem Mittel;Torhüter;30.08.2025
Schwäbe;Torhüter;1. FC Köln;2.700.000;4;4.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Siljević;Torhüter;Eintracht Frankfurt;170.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Sippel;Torhüter;Borussia Mönchengladbach;160.000;0;-2.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Spari;Torhüter;FC St. Pauli;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Stein;Torhüter;1.FC Union Berlin;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
T. Philipp;Torhüter;TSG Hoffenheim;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Tschernuth;Torhüter;1.FC Heidenheim;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Urbig;Torhüter;FC Bayern München;470.000;0;0.8;Gut;Gering bis mittel;Torhüter;30.08.2025
Vandevoordt;Torhüter;RB Leipzig;1.060.000;0;1.5;Gut;Gering bis mittel;Torhüter;30.08.2025
Vasilj;Torhüter;FC St. Pauli;2.940.000;4;2.0;Schlecht;Gering bis mittel;Torhüter;30.08.2025
Voll;Torhüter;FC St. Pauli;190.000;0;2.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Zentner;Torhüter;1. FSV Mainz 05;3.470.000;4;4.0;Schlecht;Deutlich über dem Mittel;Torhüter;30.08.2025
Zetterer;Torhüter;Eintracht Frankfurt;3.170.000;5;5.0;Gut;Über dem Mittel;Torhüter;30.08.2025
Zieler;Torhüter;1. FC Köln;390.000;0;2.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Zieliński;Torhüter;VfL Wolfsburg;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;30.08.2025
Zingerle;Torhüter;RB Leipzig;170.000;0;2.4;Gut;Gering bis mittel;Torhüter;30.08.2025
A. Jung;Abwehr;Sport-Club Freiburg;610.000;0;2.6;Gut;Gering bis mittel;Abwehr;30.08.2025
Agu;Abwehr;SV Werder Bremen;2.260.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Agyekum;Abwehr;Hamburger SV;210.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Akpoguma;Abwehr;TSG Hoffenheim;1.970.000;3;3.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Al-Dakhil;Abwehr;VfB Stuttgart;570.000;0;2.7;Gut;Gering bis mittel;Abwehr;30.08.2025
Amenda;Abwehr;Eintracht Frankfurt;300.000;0;2.3;Gut;Gering bis mittel;Abwehr;30.08.2025
Angély;Abwehr;VfL Wolfsburg;190.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Anton;Abwehr;Borussia Dortmund;6.480.000;10;10.0;Gut;Deutlich über dem Mittel;Abwehr;30.08.2025
Arthur;Abwehr;Bayer 04 Leverkusen;2.750.000;3;3.0;Durchschnittlich;Gering bis mittel;Abwehr;30.08.2025
Assignon;Abwehr;VfB Stuttgart;2.560.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Baku;Abwehr;RB Leipzig;3.810.000;1;1.0;Schlecht;Deutlich über dem Mittel;Abwehr;30.08.2025
Bauer;Abwehr;FC Augsburg;360.000;0;1.9;Gut;Gering bis mittel;Abwehr;30.08.2025
Baum;Abwehr;Eintracht Frankfurt;1.230.000;0;1.3;Durchschnittlich;Gering bis mittel;Abwehr;30.08.2025
Bell;Abwehr;1. FSV Mainz 05;2.570.000;4;4.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Belocian;Abwehr;Bayer 04 Leverkusen;450.000;0;0.7;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Bensebaini;Abwehr;Borussia Dortmund;4.030.000;3;3.0;Schlecht;Deutlich über dem Mittel;Abwehr;30.08.2025
Bernardo;Abwehr;TSG Hoffenheim;4.440.000;6;6.0;Gut;Über dem Mittel;Abwehr;30.08.2025
Bitshiabu;Abwehr;RB Leipzig;2.110.000;0;3.2;Gut;Gering bis mittel;Abwehr;30.08.2025
Boakye Osei;Abwehr;Eintracht Frankfurt;200.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Boey;Abwehr;FC Bayern München;1.990.000;3;3.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Bos;Abwehr;1. FSV Mainz 05;280.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Brown;Abwehr;Eintracht Frankfurt;5.200.000;2;2.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Busch;Abwehr;1.FC Heidenheim;960.000;3;3.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Buta;Abwehr;Eintracht Frankfurt;490.000;0;2.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Caci;Abwehr;1. FSV Mainz 05;3.800.000;4;4.0;Gut;Deutlich über dem Mittel;Abwehr;30.08.2025
Chabot;Abwehr;VfB Stuttgart;3.910.000;5;5.0;Gut;Über dem Mittel;Abwehr;30.08.2025
Chaves;Abwehr;TSG Hoffenheim;2.100.000;1;1.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Chiarodia;Abwehr;Borussia Mönchengladbach;1.650.000;4;4.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Coulibaly;Abwehr;SV Werder Bremen;990.000;3;3.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Couto;Abwehr;Borussia Dortmund;3.270.000;1;1.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
D. Nemeth;Abwehr;FC St. Pauli;1.260.000;0;3.2;Gut;Gering bis mittel;Abwehr;30.08.2025
da Costa;Abwehr;1. FSV Mainz 05;2.330.000;4;4.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Dahaba;Abwehr;FC St. Pauli;200.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Dal;Abwehr;1. FSV Mainz 05;170.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Davies;Abwehr;FC Bayern München;3.190.000;0;5.2;Gut;Deutlich über dem Mittel;Abwehr;30.08.2025
Deman;Abwehr;SV Werder Bremen;490.000;0;1.7;Gut;Gering bis mittel;Abwehr;30.08.2025
Diks;Abwehr;Borussia Mönchengladbach;3.490.000;3;3.0;Durchschnittlich;Gering bis mittel;Abwehr;30.08.2025
Diogo Leite;Abwehr;1.FC Union Berlin;2.460.000;0;4.9;Gut;Über dem Mittel;Abwehr;30.08.2025
Doekhi;Abwehr;1.FC Union Berlin;4.010.000;5;5.0;Gut;Deutlich über dem Mittel;Abwehr;30.08.2025
Doumbia;Abwehr;Eintracht Frankfurt;210.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Dźwigała;Abwehr;FC St. Pauli;960.000;-1;-0.5;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Elfadli;Abwehr;Hamburger SV;3.340.000;6;3.0;Durchschnittlich;Gering bis mittel;Abwehr;30.08.2025
Elvedi;Abwehr;Borussia Mönchengladbach;4.330.000;5;5.0;Gut;Deutlich über dem Mittel;Abwehr;30.08.2025
Erlein;Abwehr;TSG Hoffenheim;190.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Finkgräfe;Abwehr;RB Leipzig;710.000;0;2.6;Gut;Gering bis mittel;Abwehr;30.08.2025
Fischer;Abwehr;VfL Wolfsburg;2.280.000;3;3.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Friedl;Abwehr;SV Werder Bremen;2.310.000;1;1.0;Schlecht;Über dem Mittel;Abwehr;30.08.2025
Friedrich;Abwehr;Borussia Mönchengladbach;420.000;0;2.9;Gut;Gering bis mittel;Abwehr;30.08.2025
Föhrenbach;Abwehr;1.FC Heidenheim;570.000;2;2.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Gazibegović;Abwehr;1. FC Köln;740.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Geertruida;Abwehr;RB Leipzig;920.000;0;2.8;Gut;Gering bis mittel;Abwehr;30.08.2025
Gendrey;Abwehr;TSG Hoffenheim;310.000;0;3.4;Gut;Gering bis mittel;Abwehr;30.08.2025
Giannoulis;Abwehr;FC Augsburg;3.880.000;11;11.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Gimber;Abwehr;1.FC Heidenheim;1.770.000;1;1.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Ginter;Abwehr;Sport-Club Freiburg;4.380.000;3;3.0;Schlecht;Deutlich über dem Mittel;Abwehr;30.08.2025
Gouweleeuw;Abwehr;FC Augsburg;3.720.000;3;3.0;Schlecht;Deutlich über dem Mittel;Abwehr;30.08.2025
Grimaldo;Abwehr;Bayer 04 Leverkusen;9.000.000;5;5.0;Schlecht;Über dem Mittel;Abwehr;30.08.2025
Gui Ramos;Abwehr;Hamburger SV;390.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Günter;Abwehr;Sport-Club Freiburg;2.780.000;0;0.0;Schlecht;Deutlich über dem Mittel;Abwehr;30.08.2025
H. Behrens;Abwehr;TSG Hoffenheim;220.000;0;2.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Hanche-Olsen;Abwehr;1. FSV Mainz 05;1.560.000;3;3.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Hefti;Abwehr;Hamburger SV;180.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Heintz;Abwehr;1. FC Köln;330.000;0;1.8;Gut;Gering bis mittel;Abwehr;30.08.2025
Heitmann;Abwehr;SV Werder Bremen;190.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Hendriks;Abwehr;VfB Stuttgart;1.210.000;2;2.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Henrichs;Abwehr;RB Leipzig;880.000;0;3.3;Gut;Über dem Mittel;Abwehr;30.08.2025
Hincapié;Abwehr;Bayer 04 Leverkusen;3.880.000;4;4.0;Gut;Über dem Mittel;Abwehr;30.08.2025
Hranáč;Abwehr;TSG Hoffenheim;1.670.000;1;1.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Hübers;Abwehr;1. FC Köln;3.950.000;7;7.0;Gut;Deutlich über dem Mittel;Abwehr;30.08.2025
Itō;Abwehr;FC Bayern München;1.450.000;0;4.8;Gut;Deutlich über dem Mittel;Abwehr;30.08.2025
Jaquez;Abwehr;VfB Stuttgart;2.770.000;3;3.0;Durchschnittlich;Gering bis mittel;Abwehr;30.08.2025
Jeltsch;Abwehr;VfB Stuttgart;2.910.000;0;3.8;Gut;Gering bis mittel;Abwehr;30.08.2025
Jenz;Abwehr;VfL Wolfsburg;2.900.000;1;1.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Juranović;Abwehr;1.FC Union Berlin;1.420.000;1;1.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
K. Schlotterbeck;Abwehr;FC Augsburg;3.570.000;3;3.0;Schlecht;Über dem Mittel;Abwehr;30.08.2025
Kabak;Abwehr;TSG Hoffenheim;490.000;0;3.7;Gut;Über dem Mittel;Abwehr;30.08.2025
Kabar;Abwehr;Borussia Dortmund;630.000;0;1.4;Durchschnittlich;Gering bis mittel;Abwehr;30.08.2025
Katterbach;Abwehr;Hamburger SV;330.000;0;1.0;Durchschnittlich;Gering bis mittel;Abwehr;30.08.2025
Keller;Abwehr;1.FC Heidenheim;190.000;0;2.2;Gut;Gering bis mittel;Abwehr;30.08.2025
Kiala;Abwehr;FC Bayern München;200.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Kilian;Abwehr;1. FC Köln;190.000;0;0.9;Durchschnittlich;Gering bis mittel;Abwehr;30.08.2025
Kim;Abwehr;FC Bayern München;4.180.000;4;4.0;Durchschnittlich;Über dem Mittel;Abwehr;30.08.2025
Klostermann;Abwehr;RB Leipzig;1.340.000;0;3.6;Gut;Gering bis mittel;Abwehr;30.08.2025
Koch;Abwehr;Eintracht Frankfurt;6.160.000;5;5.0;Durchschnittlich;Über dem Mittel;Abwehr;30.08.2025
Kohr;Abwehr;1. FSV Mainz 05;3.830.000;7;7.0;Gut;Über dem Mittel;Abwehr;30.08.2025
Koulierakis;Abwehr;VfL Wolfsburg;3.070.000;2;2.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Kristensen;Abwehr;Eintracht Frankfurt;7.490.000;8;8.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Kölle;Abwehr;1.FC Heidenheim;180.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Kübler;Abwehr;Sport-Club Freiburg;2.830.000;3;3.0;Durchschnittlich;Über dem Mittel;Abwehr;30.08.2025
Laimer;Abwehr;FC Bayern München;5.500.000;3;3.0;Schlecht;Über dem Mittel;Abwehr;30.08.2025
Leitsch;Abwehr;1. FSV Mainz 05;480.000;0;2.4;Gut;Gering bis mittel;Abwehr;30.08.2025
Lienhart;Abwehr;Sport-Club Freiburg;3.660.000;4;4.0;Gut;Deutlich über dem Mittel;Abwehr;30.08.2025
Lukeba;Abwehr;RB Leipzig;3.440.000;-2;-2.0;Schlecht;Über dem Mittel;Abwehr;30.08.2025
Lührs;Abwehr;Borussia Dortmund;290.000;0;1.0;Durchschnittlich;Gering bis mittel;Abwehr;30.08.2025
M. Wolf;Abwehr;FC Augsburg;3.750.000;11;11.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Machida;Abwehr;TSG Hoffenheim;2.240.000;1;1.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Mainka;Abwehr;1.FC Heidenheim;3.450.000;0;0.0;Schlecht;Über dem Mittel;Abwehr;30.08.2025
Makengo;Abwehr;Sport-Club Freiburg;1.900.000;3;3.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Malatini;Abwehr;SV Werder Bremen;540.000;-2;-2.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Mané;Abwehr;Borussia Dortmund;1.900.000;-5;-5.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Markgraf;Abwehr;1.FC Union Berlin;200.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Matsima;Abwehr;FC Augsburg;5.890.000;12;12.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Mets;Abwehr;FC St. Pauli;440.000;0;3.3;Gut;Gering bis mittel;Abwehr;30.08.2025
Mikelbrencis;Abwehr;Hamburger SV;610.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Mittelstädt;Abwehr;VfB Stuttgart;8.300.000;8;8.0;Gut;Über dem Mittel;Abwehr;30.08.2025
Muheim;Abwehr;Hamburger SV;2.950.000;4;2.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Mwene;Abwehr;1. FSV Mainz 05;3.370.000;5;5.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Mæhle;Abwehr;VfL Wolfsburg;2.720.000;0;3.4;Gut;Über dem Mittel;Abwehr;30.08.2025
N. Banks;Abwehr;FC Augsburg;860.000;0;2.1;Gut;Gering bis mittel;Abwehr;30.08.2025
N. Collins;Abwehr;Eintracht Frankfurt;3.300.000;3;3.0;Durchschnittlich;Gering bis mittel;Abwehr;30.08.2025
N. Schlotterbeck;Abwehr;Borussia Dortmund;3.920.000;0;4.1;Gut;Deutlich über dem Mittel;Abwehr;30.08.2025
Nedeljković;Abwehr;RB Leipzig;2.260.000;0;2.4;Durchschnittlich;Gering bis mittel;Abwehr;30.08.2025
Netz;Abwehr;Borussia Mönchengladbach;1.610.000;2;2.0;Durchschnittlich;Gering bis mittel;Abwehr;30.08.2025
Nkounkou;Abwehr;Eintracht Frankfurt;1.340.000;0;2.6;Gut;Gering bis mittel;Abwehr;30.08.2025
Nsoki;Abwehr;1.FC Union Berlin;830.000;0;1.8;Gut;Gering bis mittel;Abwehr;30.08.2025
Odogu;Abwehr;VfL Wolfsburg;330.000;0;4.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Ogbemudia;Abwehr;1.FC Union Berlin;200.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Ogbus;Abwehr;Sport-Club Freiburg;240.000;0;2.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Oppie;Abwehr;FC St. Pauli;3.050.000;5;2.5;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Paçarada;Abwehr;1.FC Heidenheim;1.340.000;0;1.6;Durchschnittlich;Gering bis mittel;Abwehr;30.08.2025
Pedersen;Abwehr;FC Augsburg;300.000;0;0.6;Durchschnittlich;Gering bis mittel;Abwehr;30.08.2025
Pieper;Abwehr;SV Werder Bremen;900.000;0;3.4;Gut;Über dem Mittel;Abwehr;30.08.2025
Prass;Abwehr;TSG Hoffenheim;980.000;3;3.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Pyrka;Abwehr;FC St. Pauli;1.050.000;2;1.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Quansah;Abwehr;Bayer 04 Leverkusen;7.410.000;11;11.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Querfeld;Abwehr;1.FC Union Berlin;3.570.000;4;4.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Raphaël Guerreiro;Abwehr;FC Bayern München;3.060.000;0;5.8;Gut;Deutlich über dem Mittel;Abwehr;30.08.2025
Raum;Abwehr;RB Leipzig;5.970.000;0;0.0;Schlecht;Über dem Mittel;Abwehr;30.08.2025
Ritzka;Abwehr;FC St. Pauli;460.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Robatsch;Abwehr;FC St. Pauli;240.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Rogério;Abwehr;VfL Wolfsburg;230.000;0;1.9;Gut;Gering bis mittel;Abwehr;30.08.2025
Rosenfelder;Abwehr;Sport-Club Freiburg;1.220.000;0;2.3;Gut;Gering bis mittel;Abwehr;30.08.2025
Rothe;Abwehr;1.FC Union Berlin;3.110.000;3;3.0;Durchschnittlich;Gering bis mittel;Abwehr;30.08.2025
Ryerson;Abwehr;Borussia Dortmund;4.260.000;0;3.7;Durchschnittlich;Über dem Mittel;Abwehr;30.08.2025
Saliakas;Abwehr;FC St. Pauli;2.560.000;4;2.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Scally;Abwehr;Borussia Mönchengladbach;2.800.000;6;6.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Schmied;Abwehr;1. FC Köln;1.900.000;4;4.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Schopp;Abwehr;1. FSV Mainz 05;360.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Sebulonsen;Abwehr;1. FC Köln;2.320.000;3;3.0;Gut;Gering bis mittel;Abwehr;30.08.2025
Siersleben;Abwehr;1.FC Heidenheim;1.330.000;1;1.0;Schlecht;Gering bis mittel;Abwehr;30.08.2025
Smith;Abwehr;FC St. Pauli;5.250.000;9;4.5;Durchschnittlich;Gering bis mittel;Abwehr;30.08.2025
Smolčić;Abwehr;Eintracht Frankfurt;180.000;0;3.0;Gut;Gering bis mittel;Abwehr;30.08.2025
